district_class,land_price_per_m2,soil_complexity,site_accessibility,land_area_m2,house_area_m2,design_complexity,materials_class,planned_duration_days,planned_budget,crew_experience_years,crew_efficiency_score,crew_current_load,supplier_reliability_score,delivery_distance_km,weather_season,material_price_index,mortgage_rate,market_demand_index,client_type,labor_cost_index,delay_days,actual_cost,actual_margin,budget_overrun,final_profit
standard,10042,4,4,874,157.78210231969132,1,standard,104,16715813.115984567,5,0.8971538883081193,1,0.830907557394795,7,summer,0.9468723656043836,8.507789211551309,1.1281487254202298,commercial,0.9776919850153309,15.079198719628385,16146995.238202905,0.03402872919401849,0,568817.8777816612
econom,4619,4,3,405,107.51000141866388,4,econom,104,6371095.0567465555,10,0.9902292371566103,2,1.0,23,winter,1.0094863255212987,9.508363035865607,0.8807569254244684,private,1.018313067601476,25.106122193917763,6542138.753790326,-0.026846828609572746,1,-171043.69704377092
premium,23713,2,5,811,138.66480160275648,3,econom,113,24927835.06411026,2,0.8149245384083527,0,0.929337848360708,47,summer,1.0569653133125254,9.015037226340578,0.8874486924638795,private,1.0148486246174742,28.824661326331547,28083309.050975,-0.12658435755649786,0,-3155473.986864738
premium,22196,2,2,723,107.37460673836884,1,standard,74,21466438.336918443,1,0.7747815296460986,0,0.9222941150842986,12,autumn,0.9036990471154701,11.356065886435815,0.8547376795668975,commercial,1.0060294234218021,23.75766131887376,20947082.045428302,0.024193873400830596,0,519356.2914901413
econom,4327,5,1,798,80.0,4,premium,88,8852946.0,5,0.8987605618390211,2,0.9292790038496527,38,autumn,0.9424608649853252,11.76656960678157,1.103839153691799,commercial,0.9186574012267212,36.134705353498944,8428617.37015811,0.047930782571348585,0,424328.6298418902
econom,3993,5,5,681,161.1898625877996,2,econom,116,9266827.503511984,5,0.9291986942527831,1,0.9479027170236828,38,winter,0.9074677892350188,7.618436284233237,1.017833163205685,commercial,1.158828543686046,24.908065863595887,9159301.757925836,0.01160329633257951,1,107525.74558614753
econom,3464,4,2,590,80.0,4,standard,88,6243760.0,1,0.8384800321071997,2,0.9057076612396396,48,summer,0.9253648315976004,7.737187111564872,0.8438868200412177,commercial,1.0990315119794187,25.836059578961766,6415918.643581846,-0.027572911768204703,0,-172158.6435818458
econom,4525,5,1,984,118.54994488489587,2,standard,91,10480097.244244793,7,0.935881989790892,2,0.8941014309566685,44,winter,0.9355328166275311,7.412293618621219,1.0363611747175072,private,1.136193721600401,33.634996999272516,10600492.131327791,-0.011487955147469005,0,-120394.88708299771
standard,7469,2,4,899,134.5339847551736,1,standard,90,13491330.237758681,3,0.875922277824632,2,0.7878897869811481,42,winter,0.9059164338387489,8.900155555273471,1.14331730271378,commercial,1.199927480456824,27.869300356211895,13740649.202176344,-0.018479939340591067,0,-249318.96441766247
econom,3627,5,3,979,80.0,5,premium,98,9000833.0,6,0.8723282004289691,0,0.8607459722072646,30,autumn,0.9875760659419107,11.855285269122685,0.9807373466407265,private,1.046834039961047,29.915608831181636,9732828.545719124,-0.08132531130386758,1,-731995.5457191244
econom,4513,4,1,833,200.93620357127875,4,standard,160,14006139.178563938,2,0.8683431505093969,0,0.9990301993868852,7,summer,0.9825096575372179,11.936546389284604,1.1322002180188147,private,0.9399249552427571,19.73231166663429,14370427.14678025,-0.02600916380824254,1,-364287.96821631305
econom,3780,3,4,462,144.28946518847138,5,standard,136,9210833.259423569,9,0.90841477590435,0,0.8584752970754959,36,spring,0.9583355218226722,9.97972830413836,1.1743931134745318,private,1.149913113607091,32.355390982869764,9637018.708749771,-0.046270021106958326,1,-426185.4493262023
premium,16451,1,2,852,80.0,3,standard,78,18166252.0,2,0.8527484790508069,1,0.8851535547876898,47,autumn,0.9636463704347787,9.317552488898148,0.9066369793153253,private,1.12277264438698,24.466063538278057,19220866.97539232,-0.05805352559197788,0,-1054614.9753923193
standard,10654,5,1,892,191.9924723098485,5,standard,165,19352991.615492426,2,0.8695762916353159,3,0.8423569867632552,47,winter,1.0074266536729597,8.511894931264607,1.025730775555362,private,1.1304557909257944,43.49340016495464,21558148.822590787,-0.11394399640689619,1,-2205157.207098361
econom,4382,2,4,841,238.46638945618128,3,econom,173,13373917.578247251,1,0.825242426455425,0,0.9254841171423951,14,summer,1.0609619282773992,7.002440932846376,1.156516784844087,private,0.9483130884384359,37.88117638983239,14885137.519263193,-0.11299755155317762,1,-1511219.941015942
econom,3959,3,2,706,159.00093371195263,1,premium,105,13180114.691276921,1,0.8203243406774336,0,0.8871998496267466,14,winter,1.0950235631457987,8.314223759082187,1.043895906933052,private,1.126390995388475,44.39225929748124,16133586.597337205,-0.22408544805873343,1,-2953471.906060284
premium,18124,2,5,525,180.97195610201334,1,econom,118,16803978.244080532,4,0.8270593211616047,2,0.8854320187621262,15,winter,1.0633704103581707,7.731516141513657,0.9742592093567553,private,1.0777598173500988,32.67291186215476,19403984.442225065,-0.15472563463121752,1,-2600006.1981445327
standard,7753,5,3,664,166.18253308153925,4,standard,139,13657118.654076964,7,0.9378073435967497,1,0.859965998267399,18,winter,0.9779638838555876,7.009916678557801,1.0385152662373518,private,0.9151784899936941,27.022960133231365,13207473.723992879,0.032923850299115306,0,449644.9300840851
econom,3859,4,4,406,178.53915773929913,5,standard,157,10743711.886964956,4,0.9791165918924486,2,0.9208649832566234,35,summer,1.0751067208242022,11.479971110939065,1.0987635760009966,commercial,0.9876413177098531,27.9200502231979,11599751.371575002,-0.07967818698197351,1,-856039.4846100453
econom,4612,1,5,812,123.0264888517485,3,econom,103,8816003.55406994,5,0.8966062857328619,2,0.9735925714922802,13,autumn,1.0648366834788052,7.4216845543712315,0.9098589492114633,commercial,0.9660905083417014,18.884663953108138,9535112.018080933,-0.0815685315461351,1,-719108.464010993
econom,4227,1,2,605,112.6856025941081,3,econom,97,7214759.103764324,6,0.9061838810585053,2,0.8153763316027339,10,spring,1.0824445469224557,10.543185271189099,0.8571959210621136,private,0.9873409836728606,24.85931685767039,8006192.509122492,-0.10969644224784086,0,-791433.4053581674
econom,3555,3,1,578,97.32830865207248,5,econom,108,6197922.3460829,5,0.8191877697775527,2,0.8848251892523684,39,winter,0.9131117869401709,11.622626458571624,0.8758486606444866,commercial,0.9599365709692999,53.010283449033444,6227472.354055391,-0.004767728009881673,1,-29550.007972490974
standard,10251,1,3,867,156.01200867198972,1,econom,103,15178097.34687959,5,0.9182660037610835,0,0.8918904718633287,38,spring,0.9706987356668202,7.635379402921126,1.0909181670085522,private,1.0193570509477972,32.23017352412016,15285604.808782484,-0.0070830657786627085,1,-107507.46190289408
premium,17049,4,2,895,182.2639306334935,1,premium,119,27156010.491177075,4,0.9018754256418176,1,0.8618156749850083,47,autumn,0.9093060606577721,8.202451965924471,0.8444823885853615,commercial,0.9651031185875804,39.037297160835664,25349506.303308822,0.0665231805111867,0,1806504.1878682524
econom,4380,2,4,842,181.62063326314413,3,premium,138,15643301.162104368,9,0.9562065054043293,0,0.9578347151068205,22,winter,0.9642885399881636,8.17519241765583,0.9293775595655467,private,1.0188312997486533,26.48220486811106,15458570.77959233,0.01180891300357656,0,184730.38251203857
standard,6824,4,3,627,129.02888621915824,4,econom,117,9639803.44876633,5,0.8877661740749277,3,0.9584629819955662,27,summer,0.9561202167090691,7.430575712183919,1.133499178709499,private,0.9049764247745123,33.82206132625161,9389302.209606891,0.025986135556684723,1,250501.23915943876
econom,4592,3,5,545,140.29640535455863,1,econom,94,8164496.214182345,9,0.9135299432742724,2,0.9114776029233524,34,winter,1.082086292705574,11.548600552631601,1.15406267270604,commercial,1.1207799345249496,31.627217038661495,9649293.746513346,-0.18186027568385613,1,-1484797.532331001
standard,8849,3,3,969,140.09408819453458,2,premium,104,17780796.732644748,4,0.8861653531458001,0,0.8660640258352486,7,winter,1.08898419537852,11.245290889735092,1.1871931722563471,private,1.0041162015871032,31.521166154745107,20394034.056000814,-0.14696964161106904,1,-2613237.323356066
standard,9030,1,5,695,124.80680543518149,3,econom,104,11418122.21740726,9,1.0,1,0.9573903863647752,19,winter,1.0390142975343921,8.903797826232069,1.0433265323317664,private,0.9862611857883901,32.870015893957465,12114166.15825947,-0.06095958053339722,1,-696043.9408522099
econom,4081,4,2,640,80.0,5,premium,98,8061840.0,5,0.7871158191797343,3,0.8852501120696201,41,winter,0.9565593201388378,10.84724954352235,0.8955772809730116,private,1.1576721303637374,39.82638821772142,8878522.570530884,-0.10130225488609101,0,-816682.570530884
econom,4277,2,1,686,140.26385196004907,5,econom,134,8794576.078401964,8,0.9581610976841263,0,0.9489269379040826,47,autumn,0.9013845068592047,9.547072153192737,1.0660862488129639,commercial,1.1246070128567105,21.836116407218828,8437605.061476441,0.04058990606746644,0,356971.01692552306
standard,11299,4,3,425,135.06137487478225,3,standard,111,11705143.743739113,1,0.906518148078601,0,1.0,7,autumn,1.034110944363258,10.395401092272339,0.8756286804580545,private,1.1589294210765906,20.02988366945159,13399155.333377916,-0.14472368957834472,1,-1694011.5896388032
econom,3492,2,1,851,147.62615043037118,3,standard,118,10502999.521518558,4,0.8875273516781845,3,0.9000258744366701,19,summer,0.9998798885658443,10.445729929494007,0.896232177956466,private,1.1618694411330384,19.968104335177628,11774345.169403626,-0.12104595885016779,0,-1271345.6478850674
econom,3668,2,1,505,123.36723633628779,1,econom,84,6837029.453451511,4,0.9045938028922418,1,0.9079055884825596,7,winter,0.941469541094698,10.876597302221754,1.1714929755878518,private,1.1188984485255873,31.307345214252834,6960015.495051233,-0.017988227553654177,1,-122986.04159972165
standard,6074,4,3,639,164.52660474199075,3,econom,128,10612350.18967963,2,0.8929348757722418,3,0.8650935038135623,33,summer,0.9351523094050509,11.49590198250532,0.8038998638177124,private,0.9172695395011345,39.39111455746461,10003713.120940814,0.0573517701414252,0,608637.0687388163
premium,18360,5,3,817,285.42014189338175,3,standard,201,29421127.09466909,3,0.8884307560688945,3,0.9509432345378652,35,winter,1.011974644800142,10.945452550329,1.0197547391613269,private,0.9286928390811612,25.39332841843953,29873590.437268227,-0.0153788582314755,1,-452463.3425991386
econom,3370,4,1,731,189.1536075915336,2,econom,133,10129614.303661346,8,0.9420616266759303,2,0.9105594190049053,11,summer,0.926050147258952,10.532656119389191,0.8233324686552844,commercial,0.9219988487252728,14.948759847102906,9266742.028730713,0.08518313225595851,0,862872.2749306336
standard,10682,2,4,441,126.2537327637897,5,standard,125,11273448.638189485,8,0.8790331996168445,2,0.8371222365013364,11,winter,1.0098122992887635,10.109989157830679,0.889105494378394,private,0.9743821420541862,34.10211906511091,11930041.726351293,-0.05824243399110002,1,-656593.0881618075
econom,3328,3,4,955,138.88663955376066,1,econom,93,8783705.582150426,1,0.9551416559581392,3,0.8643099910642255,15,autumn,1.08320558379762,8.045434455115906,0.9415762902239776,private,1.1591547914238896,24.10657202716817,10362856.815855885,-0.17978189488892812,0,-1579151.2337054592
standard,10685,3,3,434,144.31325978812416,4,standard,126,12052952.989406208,2,0.8772966834343304,2,0.997921366304532,32,winter,1.058294293300105,8.415683823110738,0.8434218148992159,private,0.9114862984468332,20.899444522012523,12754609.547757043,-0.058214493905978666,0,-701656.558350835
standard,7790,1,1,746,155.7903483500858,1,standard,103,13650857.41750429,4,0.9222040815345649,1,0.8877237525993354,40,winter,1.0882858503778023,7.376792061848691,0.8138310178644268,private,0.9169736766200974,33.50410297956358,14979685.265993226,-0.0973439109242325,1,-1328827.8484889362
standard,6776,3,1,783,149.7472784690946,5,standard,139,13042971.92345473,6,0.9720190527093164,0,0.8451983635062003,47,autumn,0.9496558101777564,8.288883905690833,0.9422071431603128,commercial,0.9352830528196151,39.23628121227325,12544273.64672953,0.03823501880184278,0,498698.2767251991
econom,3303,5,2,912,127.38805421095124,4,econom,116,8307858.16843805,3,0.9159569152755632,3,0.9093752571742852,50,summer,1.090419919235162,9.71970908715708,1.0047496062740342,commercial,1.0735050769461407,29.30909651699947,9699900.020064395,-0.16755724801788005,1,-1392041.851626345
standard,10674,2,1,687,124.80577831891922,3,standard,104,13723326.915945962,7,0.9797738261209059,2,0.8734435312800767,44,spring,0.9950367772530253,11.768406870692058,1.1227144604206793,private,0.9957458679677897,44.60711894859555,14238962.392491154,-0.037573649575165645,1,-515635.4765451923
standard,10316,4,4,432,182.26468724050704,2,standard,129,13669746.362025352,3,0.8614358566038787,1,0.8907397309918159,29,autumn,1.02613257891071,7.63402978015912,0.9351885414590158,commercial,1.1822439168640004,45.41035473443277,15743974.436605915,-0.15173859262983713,0,-2074228.0745805632
econom,3978,4,2,494,136.8761186261186,2,premium,102,10962079.710697709,8,0.9440146058956798,1,0.9270635777591163,21,summer,0.958794779350402,9.21397034521388,0.9243819355298996,private,0.9405955283708718,29.76572415898063,10536172.227402838,0.03885279933507825,0,425907.4832948707
econom,4187,5,4,604,178.6014121068974,5,standard,157,11709018.605344871,6,0.9566045590148917,1,0.9169135779143807,42,winter,1.0988482970790878,10.754199859715378,0.8045552450472413,private,1.1413742132213212,32.13574848389289,13816192.014179934,-0.17996157319907163,1,-2107173.4088350628
econom,4503,3,5,429,139.10241132729672,5,econom,133,7745883.453091869,8,0.9672566665464353,3,0.9017153152448059,25,spring,0.987552909627978,10.968273388440952,1.0467886906546837,private,1.0934566498727454,22.928689043877167,8035310.996815243,-0.03736533675933956,0,-289427.5437233737
econom,4478,2,3,665,80.0,2,econom,68,6277870.0,7,0.9456533330042215,2,0.8693515172517826,24,summer,0.9375036269582879,7.955300267499608,1.1062513575591937,commercial,1.09594925578766,27.41374017886318,6283066.716971019,-0.0008277834633433446,0,-5196.716971019283
standard,9291,3,5,422,97.15490623943762,4,econom,98,8006998.2495775055,5,0.9492748802331497,1,0.8109616475149232,14,summer,1.0147876753297125,7.8915463731179605,0.8014405470581826,commercial,1.0055329908236106,28.81632132541126,8409245.272917997,-0.05023693159439824,0,-402247.0233404916
econom,4707,1,3,438,80.0,4,econom,88,5461666.0,5,1.0,2,0.9960364552481122,10,winter,0.9511159288056381,10.053520054879215,0.8022690433318532,private,0.9013578821185768,33.05649066121788,5111873.3960722815,0.06404503752659325,0,349792.6039277185
econom,4277,3,4,572,160.34275339985007,1,econom,106,8910154.135994002,3,0.8129439506392563,0,0.9930361572462737,16,winter,0.9871967650937956,11.5702391642375,1.1464122861638055,private,1.0099556108452135,29.77265525807053,9314250.716611147,-0.04535236702412717,1,-404096.5806171447
standard,11841,1,4,812,80.0,3,econom,78,12964892.0,4,0.9040052444417644,1,0.9012090712122036,21,summer,0.9416106653135762,11.021794205574606,0.9110196329239643,private,1.0804135201420824,32.18904388043272,13157946.801797695,-0.014890583106877825,0,-193054.80179769546
econom,3187,4,5,813,125.03893489507321,4,econom,115,7792588.395802929,8,0.9097030134707443,1,0.9417335167675664,49,winter,0.9773530318269626,8.922050257482978,1.0103784769443245,commercial,1.1212051249935044,34.196904273310004,8287554.483999753,-0.0635175455261325,0,-494966.0881968243
standard,7214,2,3,608,131.5530278583975,3,econom,108,9798233.114335902,5,0.9097698087874264,2,0.8983815493653377,37,spring,0.9185051757122512,10.291816676248898,1.0635865393648865,commercial,1.065906277382925,31.368097418094372,9688284.08613492,0.011221311732225937,1,109949.02820098214
econom,4412,1,3,421,137.6661428558719,5,econom,132,7614097.714234876,9,0.8959409093767247,2,0.8613844423558403,40,winter,0.9569588411330171,8.274168752692365,1.0578770699469155,commercial,1.194322658274968,33.66613602463552,8224895.744583194,-0.08021935799515746,0,-610798.0303483177
premium,24301,3,2,404,194.02379785912143,4,econom,156,17778555.914364856,3,0.8251366261423019,2,0.9036860162951835,23,spring,0.9497531059082591,9.35870550860427,1.0237132832204232,private,1.0759653669167148,45.069530880656316,18415742.509550445,-0.035840177248071654,1,-637186.595185589
standard,8521,3,1,613,202.7081919496146,4,econom,161,13531700.677984584,10,1.0,0,0.9070439018264088,9,spring,1.0895463707431123,9.677377343803922,0.8802459427441084,private,0.9249188464307636,29.715449756481462,14402115.987275194,-0.06432416220281413,1,-870415.3092906103
standard,10939,4,2,538,112.84924651180506,4,standard,107,11727644.325590253,3,0.913489970438613,3,0.9744715289594649,49,winter,1.0185156277640988,10.188703342599982,1.1029803351574787,private,1.1565004258096931,27.47936229314206,13361491.709639322,-0.13931590511181685,0,-1633847.3840490691
econom,4831,5,4,994,149.04062563598,1,econom,99,10813639.0254392,8,0.885982053677825,2,0.9047517253319768,46,summer,0.9053095916448611,9.001792701533994,1.0275464444182099,private,1.0958385158229258,39.849454299166986,10562039.707453929,0.023266850076406467,1,251599.31798527204
standard,6530,5,5,716,128.92758381159112,5,econom,127,10082583.352463644,8,0.981674014027379,1,0.9852319172507279,33,spring,1.0827362264786078,7.160067265950282,0.928821027654908,private,1.0551283057170178,35.03550550625054,11311197.803695846,-0.12185512465235357,1,-1228614.4512322024
econom,4070,3,3,975,171.09633257596602,2,econom,122,10912103.303038642,7,0.9382133845552465,0,0.8919609258568864,41,winter,1.0288712878930548,11.640280569447814,1.076932452440187,private,1.1337362021301765,17.920909753120334,12207857.69318572,-0.11874469606480505,1,-1295754.3901470788
econom,4088,5,2,555,145.84255260802846,1,standard,97,9610967.630401423,6,0.993180983089567,2,0.8716530272817671,34,autumn,0.9674306446668675,11.781203650556261,0.8604508094752186,commercial,1.1070864768553939,29.870498312489335,9860698.85129767,-0.025983983142997574,0,-249731.2208962459
econom,3962,2,5,823,172.6493687701287,1,premium,113,14532934.970058365,7,0.9197836508042166,2,0.9744717153562783,5,spring,0.9732807874714862,10.434958224341367,0.9467160587332869,private,1.1846484221029911,9.407983975933957,15540278.453998722,-0.06931452497487586,1,-1007343.4839403573
standard,11265,5,5,899,93.3326289032879,4,econom,95,14060540.156131515,7,0.9617095575875388,1,0.9697357029102984,16,summer,0.9062836704973477,8.331848027707476,0.8792565098765611,private,1.0392551361567466,16.891716756831865,13217619.311028125,0.059949392821570226,1,842920.8451033905
econom,3945,2,1,490,161.40639622869307,1,standard,106,10053369.811434653,6,0.9121945474849921,1,0.9038471268750847,19,summer,1.0948646826591375,9.973712951215454,0.9442256015545148,private,1.113220014414194,20.98918750403909,11822473.696967384,-0.17597123339883122,0,-1769103.8855327312
standard,7405,3,3,441,80.0,2,standard,68,7365605.0,9,0.931158330317351,2,0.9171160794667008,9,summer,1.0720968001247728,8.38052010693413,1.0216106105470837,private,1.0377410595943564,20.651123848227144,8214684.722198058,-0.11527630414583159,0,-849079.7221980579
econom,4089,3,5,694,110.95702904225011,1,standard,76,8435617.452112505,5,0.8713917714809241,0,0.9142634583580045,42,autumn,0.9130793649604475,10.494163592297507,0.9834925130772983,private,0.9834156673467502,34.177622011579494,7996607.906329115,0.05204237250865976,0,439009.5457833903
econom,3516,3,3,736,155.0625588898894,1,premium,103,12716842.327842811,5,0.8621709193715414,2,0.9105674263075031,15,spring,1.036312200087648,8.801426940058251,1.0283923669175976,commercial,0.995847485994471,36.30164052840622,13737016.19242912,-0.08022226259365466,1,-1020173.8645863086
standard,9164,4,2,400,80.0,4,premium,88,9065600.0,6,0.8327119438836718,3,0.8814214209793834,24,autumn,0.9898448524037624,9.787236736325365,0.9211749895782309,private,1.0776057415628624,51.84351978563426,10314437.877462469,-0.1377556783293405,0,-1248837.877462469
econom,4888,5,5,508,80.0,5,econom,98,5933104.0,10,1.0,0,1.0,33,autumn,1.0616596371188076,7.294725131944456,0.8360080246545241,private,0.9541402716801748,41.90403947238865,6473215.819897444,-0.09103360060727808,0,-540111.819897444
standard,7491,1,5,524,92.14971047794167,2,econom,75,7711272.419117667,4,0.8620819163284761,1,0.8800025691152934,18,autumn,1.0246728859389442,11.980957924284969,0.8458177102630831,private,1.0516171852656473,29.283545178930076,8537879.37868425,-0.10719462556105173,1,-826606.9595665839
econom,4117,1,2,463,103.04735300392123,4,standard,101,7258538.6501960615,10,1.0,1,0.9278027034548272,30,autumn,0.9825618492097828,10.31074600952819,0.9452405326159986,commercial,1.10801943830414,31.44101101804312,7650803.86589742,-0.054041899424309446,0,-392265.2157013584
standard,9689,3,3,605,108.25672439263118,1,premium,74,12948532.085521027,10,0.9446814488907133,0,0.9095184514294833,38,spring,0.9872827472273125,11.700213479469575,0.9678643759985318,private,1.0609341436949955,35.656798130281665,13772038.457343673,-0.06359843466299056,0,-823506.3718226459
standard,10228,5,3,814,123.78897293657485,2,premium,94,16471875.240877366,9,0.9823174810859293,0,0.774106064467478,14,spring,1.030314469339413,10.722737980859925,1.0883473802408163,private,1.0687566388974221,32.935645240158856,17797449.222864512,-0.08047498919233805,0,-1325573.9819871467
econom,4457,2,5,643,165.33106043677785,3,econom,129,9629093.417471115,2,0.8653248268531276,1,0.9058900636316192,31,summer,1.0309422503228673,9.809424977878018,0.9167306745866107,private,0.9637566661083836,34.76163598044418,10368522.417787535,-0.07679113372966077,1,-739429.0003164206
econom,4364,1,2,989,247.98404375210126,1,econom,158,14285357.75008405,3,0.8643535649912842,3,0.8859251346706728,48,autumn,1.0115265954323418,10.682197560566742,1.0840573057757608,private,1.0972962403192883,41.2875260789727,16038575.841614183,-0.1227283293986682,1,-1753218.091530133
standard,10409,3,4,615,118.5942121900021,5,standard,121,12581245.609500105,9,0.9384932633184171,0,0.8721727594229948,45,autumn,1.0768321205747764,9.346484885489826,1.04342352812339,commercial,1.0792258166598587,25.77298757277746,14261460.888714414,-0.1335491994485489,0,-1680215.2792143095
standard,6590,1,3,927,169.0687327595095,1,standard,111,14612366.637975475,1,0.8604449006841469,1,0.8480570274688238,45,winter,1.0558655858740713,11.796478043021356,0.9138094774602341,private,1.0600321644078923,39.092394901105756,16789788.658590965,-0.14901227669422681,1,-2177422.02061549
econom,4235,1,4,965,212.26430516788483,5,standard,177,14949990.258394241,5,0.7975801065108268,2,0.9901418859505664,29,spring,0.9237276256202824,10.871661862366514,1.190305393045691,private,1.1088266331683179,29.33768624067375,15206096.47158666,-0.017130861543445997,0,-256106.21319241822
econom,4543,1,5,779,203.32640443883943,3,standard,151,13855317.221941972,3,0.7811752220530382,0,0.8443523162599472,14,winter,1.0743756648789686,7.605202045454556,0.9069090098359295,commercial,1.1102961516427718,49.23918922099033,17070968.101988968,-0.23208785685213545,0,-3215650.8800469954
standard,9056,3,4,478,110.73206275737829,4,econom,106,8958050.510295132,3,0.8541996271370571,3,0.8904297799940081,43,spring,0.9403574595770383,11.753283252792958,1.0119938447460277,private,1.1076047812357313,37.7317094149351,9294309.463468019,-0.037537068225551716,1,-336258.95317288674
standard,8206,3,4,814,193.65536591248502,4,premium,156,19467282.784311526,1,0.7002173296514043,0,0.873869179740244,36,autumn,1.0900812095140198,9.87883577150146,1.1364899186394872,private,0.942177052638748,63.87292614114304,23814177.7999878,-0.22329233431485318,1,-4346895.015676275
econom,4291,4,3,852,214.53267566854458,4,premium,168,17800555.9184554,8,0.9207553649237642,3,0.8471254089200312,38,winter,1.0614628092496072,9.25233778692505,0.886877059889907,private,1.0766976890382598,37.56177481647314,20072276.426972166,-0.12762076189774915,1,-2271720.508516766
econom,3660,4,5,548,226.54625730250848,2,standard,155,13432992.865125423,3,0.8364318129239454,1,0.9383753805804754,27,spring,1.0818248074886325,10.960952524629683,0.827146293094519,commercial,1.1096339662500334,39.77506680442829,16244596.839367101,-0.20930584885078965,0,-2811603.9742416777
econom,4885,4,4,437,228.42619347994736,5,standard,187,13806054.673997369,4,0.956046205255144,0,0.9222407799082281,37,winter,1.035312363395625,8.1434114322985,0.9956373236232644,private,1.0825093916079387,43.58690614780969,15560379.483404227,-0.12706923526175748,1,-1754324.809406858
standard,10029,1,3,556,94.98891604871613,1,standard,66,10375569.802435808,5,0.8669963809256146,0,0.8751022287376039,36,winter,1.0303115390649904,11.791004451073393,1.0471512944032069,private,0.9578721200890201,24.563154419441485,10985923.517249962,-0.058826042948587315,1,-610353.7148141544
econom,4626,5,4,732,161.9849897363667,2,econom,117,9965631.58945467,5,0.8738900284187502,3,0.8539820233912871,26,summer,0.9498218970581103,7.831677457850967,0.8501172073724418,private,0.9071527758545178,38.70632966727679,9687753.42707774,0.027883647903558,0,277878.1623769291
premium,15747,3,3,687,115.48239624725447,2,econom,89,15537484.84989018,2,0.7475303778009732,3,0.9262017992989886,26,summer,1.0252227569409207,8.478412998023382,0.842897062664525,private,1.0825496160786767,22.685804951258856,17682044.437631465,-0.13802488681148697,0,-2144559.5877412856
econom,4497,4,5,511,84.68185312248636,1,econom,60,5735241.124899454,7,0.9438096227760323,2,0.9217969187247517,27,autumn,0.9840497494809587,11.445200296256376,0.8327354241996898,commercial,0.9661384981125285,26.945679054110034,5733273.532097866,0.00034307063273178104,0,1967.5928015885875
econom,3800,5,2,490,173.92994321047894,3,premium,134,13317446.308681132,6,0.9204961485096694,3,0.8927390786138432,23,autumn,0.9306785228334787,10.041665890379985,1.0629773606674886,commercial,1.1482850794378567,36.97864905513064,13795595.22354714,-0.03590394913432622,1,-478148.91486600786
standard,7497,4,3,448,160.0535021370667,4,econom,136,9960796.085482668,7,0.8853652069716957,1,0.9718382688027175,27,autumn,0.9720202393393704,11.272599814657308,1.173616393496082,private,1.1806159685015762,32.23616660733929,10829544.134566491,-0.0872167286257348,0,-868748.0490838233
premium,16379,4,3,560,158.54444892990665,3,econom,125,15664017.957196265,10,1.0,0,0.9785299357851058,26,spring,1.0324287671581405,7.996672692349435,1.1698539955298415,private,1.15155752040152,31.31969723948192,17345604.88307173,-0.10735348557889786,0,-1681586.9258754663
standard,6679,5,4,915,126.25724343884622,3,standard,105,12574147.17194231,10,1.0,3,0.8745814389216144,34,autumn,1.075137708977184,11.01891823397876,1.1234028367337392,commercial,0.9511501826082827,22.361567620940512,13337551.215457508,-0.06071219249116487,1,-763404.0435151979
econom,4216,4,5,801,272.453395781009,4,econom,203,14475151.831240362,3,0.8320347615660049,2,1.0,23,winter,0.9876117494834527,7.891951173408062,0.9496772449199746,commercial,1.1455393416437254,39.54636009993054,15933876.499902412,-0.10077439502318879,1,-1458724.6686620507
standard,9770,1,1,719,225.44436225079278,3,econom,165,16192404.490031712,8,0.8637558403814007,2,0.8862364742292824,26,summer,0.957994485313843,10.716102676074069,1.0285323885145399,private,0.953554983518982,33.138741540704636,16054417.353665369,0.008521719949084157,0,137987.13636634313
standard,9342,1,1,763,129.0711384740608,2,standard,97,13681502.92370304,6,0.8663909762999398,3,0.8868835248857361,5,winter,0.9322020574864659,7.7727323130396595,1.1999495478281261,private,0.9894480928571884,31.84588937357916,13396055.86220283,0.020863721119824978,0,285447.0615002103
econom,3113,1,2,841,148.8222744463769,1,standard,99,10109146.722318845,7,1.0,2,0.9356527493441791,38,winter,0.9806013083134517,8.714862056925758,1.1333123441016366,private,1.1484678556234116,21.67480607612222,10740835.87575195,-0.06248689140483734,1,-631689.153433105
econom,3896,2,5,874,174.7639121950437,2,standard,124,12243299.609752186,9,0.9869634333025994,0,0.9173936461949698,30,summer,0.95690740729626,9.381049921172673,0.8346590945222503,commercial,0.9435781247891359,20.392228202291566,11721255.81724717,0.042639142154880516,0,522043.79250501655
econom,4546,4,3,711,201.36641776560202,2,standard,140,13400526.888280101,8,0.9216960768899838,1,0.9016312931535673,8,summer,0.9894387715518667,11.594163065325237,0.8008635004155669,commercial,0.956349254525493,23.637556783203838,13398959.618079359,0.00011695586403495221,1,1567.2702007424086
econom,4078,2,1,931,174.11046933941324,5,standard,154,12752141.466970662,8,1.0,2,0.8042433019939912,49,autumn,0.920148945822695,10.658643753231484,0.9537862779348476,private,1.153528569416704,33.34181172486353,12782150.55044939,-0.002353258357151611,1,-30009.08347872831
premium,20889,3,2,988,155.73589296849772,4,standard,133,28625126.648424886,3,0.850737101585844,3,0.8201977002460736,16,spring,1.0470960069352815,8.408793404944735,0.8107790502311194,private,1.1961479075613413,36.42364867647605,33730826.571106724,-0.17836427364637641,1,-5105699.922681838
